RecordType,SchoolYear,CountDate,DistrictCode,DistrictName,LEAType,IncludeInStatewide,SchoolCode,SchoolName,ModelMatchStatus,CurrentConfirmedFundingAmount,CurrentMappedFundingAmount,CurrentAssumptionFundingAmount,CurrentModelFundingAmount,CurrentComponentsMissingInput,CurrentRowsMissingInput,CurrentComponentsMissingRate,CurrentRowsMissingRate,ProposedCalculationUnitCount,ProposedPrincipalPositions,OperationalEnrollmentBasis,CharterBuildingPolicy,ProposedBaseFundingAmount,ProposedCentralOfficeFundingAmount,ProposedPositionBasedFundingAmount,ProposedComponentsMissingInput,ProposedRowsMissingInput,ProposedComponentsMissingRate,ProposedRowsMissingRate,PositionBasedComparisonBasis,FullModelComparisonBasis,CurrentModelComplete,ProposedModelComplete,ComparisonComplete,ComparisonStatus,ComparisonInterpretation,ProposedOpportunityFundingAmount,ProposedOperationalFundingAmount,IsSchool,Enrollment,LI,MLL,K8Enrollment,Grade10Enrollment,ProposedWeightedFundingAmount,ProposedModelFundingAmount,PositionBasedFundingDifference,PreliminaryPositionBasedPercentDifference,PositionBasedPercentDifference,FullModelFundingDifference,PreliminaryFullModelPercentDifference,FullModelPercentDifference,ReportPositionBasedPercentDifference,ReportGrossFullModelPercentDifference,PositionBasedDirection,GrossFullModelDirection,CurrentModeledFundingPerStudent,ProposedPositionBasedFundingPerStudent,ProposedWeightedFundingPerStudent,ProposedFullModelFundingPerStudent,AdjustedReportingScope,ExcludedLEA,WeightedPoolTreatment
School,2026,2025-09-30,79,Delaware Military Academy,Charter,TRUE,578,Delaware Military Academy,Matched,3482561.65,352814.33,222051,4057426.98,2,,2,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,4183739.28,0,4183739.28,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,247859.50039690244,608145.5147760025,TRUE,555,63,16,0,150,856005.0151729049,5039744.295172905,126312.29999999981,3.1131133258250236,,982317.3151729046,24.210351043037246,,3.1131133258250236,24.210351043037246,Increase,Increase,7310.679243243243,7538.268972972973,1542.3513786899189,9080.620351662892,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,37,Delmar School District,District,TRUE,730,Delmar High School,Matched,4834500.95,502955.55,296068,5633524.5,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,6021308.19,0,6021308.19,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,362589.54988624685,930669.3482080059,TRUE,694,82,38,0,175,1293258.8980942527,7314567.088094253,387783.6900000004,6.883500551031605,,1681042.588094253,29.83998007098847,,6.883500551031605,29.83998007098847,Increase,Increase,8117.470461095101,8676.23658501441,1863.4854439398453,10539.722028954255,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,37,Delmar School District,District,TRUE,733,Delmar Middle School,Matched,5059503.65,401949.53,696429.95,6157883.13,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,6280377.23,0,6280377.23,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,478755.89181469823,1053280.773766166,TRUE,777,107,52,767,0,1532036.6655808643,7812413.8955808645,122494.10000000056,1.989224176782981,,1654530.7655808646,26.86849897362155,,1.989224176782981,26.86849897362155,Increase,Increase,7925.203513513513,8082.853577863579,1971.7331603357327,10054.58673819931,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,9604,Early College High School at Del State,Charter,TRUE,4040,Early College School at Del State,Matched,3712372.1,357614.87,318096.11,4388083.08,2,,2,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,4523063.07,0,4523063.07,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,661387.9045459556,1005969.9053554103,TRUE,597,186,17,184,133,1667357.809901366,6190420.879901366,134979.99000000022,3.0760582135559797,,1802337.7999013662,41.073465726208774,,3.0760582135559797,41.073465726208774,Increase,Increase,7350.222914572864,7576.320050251256,2792.8941539386365,10369.214204189893,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,72,East Side Charter School,Charter,TRUE,571,East Side Charter School,Matched,3543139.3,201343.76,462163.77,4206646.83,2,,2,,2,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,4360699.92,0,4360699.92,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,1102503.0289909572,1197213.804166712,TRUE,460,327,4,460,0,2299716.8331576693,6660416.75315767,154053.08999999985,3.6621350977543283,,2453769.9231576696,58.330780365454864,,3.6621350977543283,58.330780365454864,Increase,Increase,9144.884413043479,9479.782434782608,4999.384419907977,14479.166854690586,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,76,Edison (Thomas A.) Charter School,Charter,TRUE,575,Edison (Thomas A.) Charter School,Matched,4196031.75,303549.32,576895.55,5076476.61,2,,2,,3,3,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,5250060.34,0,5250060.34,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,1369653.4226648293,1452845.371605784,TRUE,538,409,1,538,0,2822498.794270613,8072559.134270613,173583.72999999952,3.41937417101582,,2996082.5242706127,59.01893684231143,,3.41937417101582,59.01893684231143,Increase,Increase,9435.830130111524,9758.476468401486,5246.2802867483515,15004.756755149838,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,9607,First State Military Academy,Charter,TRUE,4055,First State Military Academy,Matched,3101910.7,273772.52,148034,3523717.22,2,,2,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,3800603.87,0,3800603.87,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,286837.50555473275,631239.8541171071,TRUE,424,67,27,0,116,918077.3596718399,4718681.22967184,276886.6499999999,7.857799951382021,,1194964.0096718394,33.91202911770086,,7.857799951382021,33.91202911770086,Increase,Increase,8310.653820754718,8963.688372641509,2165.2767916788675,11128.965164320376,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,9606,First State Montessori Academy,Charter,TRUE,4050,First State Montessori Academy,Matched,4568151.6,348648.41,634313.82,5551113.83,2,,2,,2,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,5733969.71,0,5733969.71,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,218613.614697158,740807.8570333194,TRUE,648,64,2,648,0,959421.4717304774,6693391.181730477,182855.8799999999,3.294039459464658,,1142277.351730477,20.577444215920124,,3.294039459464658,20.577444215920124,Increase,Increase,8566.533688271606,8848.718688271605,1480.5886909420947,10329.3073792137,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,9612,Freire Charter School Wilmington,Charter,TRUE,4080,Freire Charter School,Matched,3191212,213319.87,259111.88,3663643.75,2,,2,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,3847609.75,0,3847609.75,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,632612.5284383324,883049.4710314184,TRUE,370,176,19,71,64,1515661.9994697508,5363271.749469751,183966,5.021394342722324,,1699627.9994697506,46.3917377193061,,5.021394342722324,46.3917377193061,Increase,Increase,9901.739864864865,10398.945270270271,4096.383782350677,14495.329052620948,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,92,Gateway Charter School,Charter,TRUE,543,Gateway Charter School,Matched,2211743.55,96594.91,258172.68,2566511.14,2,,2,,2,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,2822917.09,0,2822917.09,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,336934.3952842695,546815.406568041,TRUE,211,98,4,211,0,883749.8018523105,3706666.8918523104,256405.94999999972,9.990447577016933,,1140155.7518523103,44.42434455407469,,9.990447577016933,44.42434455407469,Increase,Increase,12163.559905213271,13378.753981042653,4188.387686503841,17567.141667546493,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,9611,Great Oaks Charter School,Charter,TRUE,4075,Great Oaks Charter School,Matched,1598274.65,95070.85,74017,1767362.5,2,,2,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,1889401.19,0,1889401.19,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,302488.14040844864,449542.69980807864,TRUE,141,87,5,0,39,752030.8402165272,2641432.030216527,122038.68999999994,6.905130667873736,,874069.5302165272,49.45615459287651,,6.905130667873736,49.45615459287651,Increase,Increase,12534.485815602837,13400.008439716312,5333.552058273242,18733.560497989554,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,36,Indian River School District,District,TRUE,732,Clayton (John M.) Elementary School,Matched,3562370.3,193795.59,451724.09,4207889.98,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,4349973.08,0,4349973.08,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,702347.0027232437,912128.822258105,TRUE,440,114,138,440,0,1614475.8249813486,5964448.904981349,142083.09999999963,3.3765878070794906,,1756558.9249813482,41.744411886485395,,3.3765878070794906,41.744411886485395,Increase,Increase,9563.38631818182,9886.302454545455,3669.263238593974,13555.56569313943,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,36,Indian River School District,District,TRUE,738,East Millsboro Elementary School,Matched,5531396.55,404064.94,774622.82,6710084.32,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,6795652.3,0,6795652.3,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,1095519.6760973688,1405745.9302453338,TRUE,775,233,136,775,0,2501265.6063427026,9296917.906342702,85567.97999999952,1.2752146756927716,,2586833.5863427017,38.55143188934922,,1.2752146756927716,38.55143188934922,Increase,Increase,8658.173316129032,8768.583612903225,3227.4394920551003,11996.023104958325,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,36,Indian River School District,District,TRUE,750,Ennis (Howard T.) School,Matched,11957220.9,360807.21,907100.2,13225128.32,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,14650258.81,0,14650258.81,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,372742.6516109676,2073318.7097765447,TRUE,339,92,28,178,16,2446061.361387512,17096320.171387512,1425130.4900000002,10.775929393779979,,3871191.851387512,29.271488016741692,,10.775929393779979,29.271488016741692,Increase,Increase,39012.177935103246,43216.10268436578,7215.520240081157,50431.622924446936,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,36,Indian River School District,District,TRUE,734,Georgetown Elementary School,Matched,7027445.5,445317.84,889876.58,8362639.92,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,8745795.15,0,8745795.15,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,1815894.6252976777,2106187.484289483,TRUE,854,257,411,854,0,3922082.109587161,12667877.259587161,383155.23000000045,4.5817497066165735,,4305237.339587161,51.48179738423033,,4.5817497066165735,51.48179738423033,Increase,Increase,9792.318407494146,10240.977927400469,4592.602001858502,14833.57992925897,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,36,Indian River School District,District,TRUE,743,Georgetown Middle School,Matched,6230320.55,436262.45,885700.71,7552283.7,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,7753430.81,0,7753430.81,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,1348752.8913095503,1794609.066615623,TRUE,846,205,285,846,0,3143361.9579251735,10896792.767925173,201147.1099999994,2.663394517343137,,3344509.067925173,44.28473824315118,,2.663394517343137,44.28473824315118,Increase,Increase,8927.049290780142,9164.8118321513,3715.5578698879117,12880.369702039212,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,36,Indian River School District,District,TRUE,746,Indian River High School,Matched,8400187.9,786918.1,592136,9779242,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,10377701.19,0,10377701.19,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,777455.1918234339,1741882.4129931857,TRUE,1059,149,120,0,242,2519337.6048166193,12897038.794816619,598459.1899999995,6.119688928855626,,3117796.794816619,31.88178383167753,,6.119688928855626,31.88178383167753,Increase,Increase,9234.411709159585,9799.528980169971,2378.977908230991,12178.506888400962,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,36,Indian River School District,District,TRUE,745,Indian River Intensive Learning Center,Matched,1996356.35,55748.27,79236.84,2131341.46,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,2420216.92,0,2420216.92,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,103635.92858038131,382439.006764841,TRUE,109,31,0,10,0,486074.9353452223,2906291.855345222,288875.45999999996,13.553692142787856,,774950.3953452222,36.359748538144714,,13.553692142787856,36.359748538144714,Increase,Increase,19553.59137614679,22203.82495412844,4459.403076561673,26663.228030690112,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,36,Indian River School District,District,TRUE,690,Long Neck Elementary School,Matched,4945079.2,370706.37,660413.03,5976198.6,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,6146734.17,0,6146734.17,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,1185882.2814473836,1392035.6992139597,TRUE,698,228,182,698,0,2577917.9806613433,8724652.150661344,170535.5700000003,2.8535793639789735,,2748453.550661344,45.989996896377306,,2.8535793639789735,45.989996896377306,Increase,Increase,8561.88911174785,8806.20941260745,3693.2922359045033,12499.501648511954,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,36,Indian River School District,District,TRUE,736,Lord Baltimore Elementary School,Matched,4083530.4,243474.08,513840.22,4840844.69,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,4948394.78,0,4948394.78,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,355011.86908682116,746272.4331027638,TRUE,559,86,29,559,0,1101284.302189585,6049679.082189585,107550.08999999985,2.221721556615357,,1208834.3921895847,24.971559089403147,,2.221721556615357,24.971559089403147,Increase,Increase,8659.829499105546,8852.22679785331,1970.097141662943,10822.323939516253,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,36,Indian River School District,District,TRUE,692,North Georgetown Elementary School,Matched,5774545.85,410920.8,781930.6,6967397.25,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,7021679.14,0,7021679.14,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,1889343.6489940723,1954870.7707474856,TRUE,789,217,500,789,0,3844214.419741558,10865893.559741557,54281.889999999665,0.7790841838392331,,3898496.3097415566,55.95340942762459,,0.7790841838392331,55.95340942762459,Increase,Increase,8830.66825095057,8899.46659062104,4872.261621979161,13771.7282126002,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,36,Indian River School District,District,TRUE,742,Selbyville Middle School,Matched,5876470.15,394377.33,758441.31,7029288.79,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,7138884.13,0,7138884.13,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,605719.190699194,1257470.51350389,TRUE,744,122,85,744,0,1863189.704203084,9002073.834203083,109595.33999999985,1.5591241628301324,,1972785.044203083,28.065215459771753,,1.5591241628301324,28.065215459771753,Increase,Increase,9447.96880376344,9595.27436827957,2504.2872368321023,12099.56160511167,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,36,Indian River School District,District,TRUE,740,Showell (Phillip C.) Elementary School,Matched,2430015.4,139386.29,314025,2883426.69,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,3006791.65,0,3006791.65,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,416599.0983292125,582514.0508312272,TRUE,318,71,77,318,0,999113.1491604397,4005904.7991604395,123364.95999999996,4.278414999342327,,1122478.1091604396,38.92861618619614,,4.278414999342327,38.92861618619614,Increase,Increase,9067.379528301886,9455.31965408805,3141.8652489322003,12597.18490302025,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,36,Indian River School District,District,TRUE,749,Southern Delaware School of the Arts,Matched,2896139,174920.37,358393.67,3429453.04,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,3563117.91,0,3563117.91,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,199025.5574672699,505587.13175839296,TRUE,403,47,18,403,0,704612.6892256628,4267730.599225663,133664.8700000001,3.897556503645844,,838277.5592256626,24.443476829928034,,3.897556503645844,24.443476829928034,Increase,Increase,8509.809032258065,8841.48364764268,1748.4185836865083,10589.902231329188,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,36,Indian River School District,District,TRUE,748,Sussex Central High School,Matched,14706902.9,1463512.75,962221,17132636.65,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,18147480.63,0,18147480.63,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,2921963.6217236584,4066913.157968516,TRUE,1952,466,586,0,530,6988876.779692175,25136357.409692176,1014843.9800000004,5.923454753241384,,8003720.759692177,46.716223096298364,,5.923454753241384,46.716223096298364,Increase,Increase,8776.965496926228,9296.865076844262,3580.367202711155,12877.232279555417,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,36,Indian River School District,District,TRUE,786,Sussex Central Middle,Matched,6076472.55,392415.77,753743.45,7222631.77,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,7368271.22,0,7368271.22,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,904146.0904177544,1470540.1893544612,TRUE,735,205,94,735,0,2374686.2797722155,9742957.499772215,145639.4500000002,2.0164318857418393,,2520325.7297722157,34.894839028630365,,2.0164318857418393,34.894839028630365,Increase,Increase,9826.709891156463,10024.858802721088,3230.8656867649192,13255.724489486007,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,82,Kuumba Academy Charter School,Charter,TRUE,581,Kuumba Academy Charter School,Matched,4112376.9,242536.56,512274.26,4867187.73,2,,2,,2,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,5135198.83,0,5135198.83,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,1147993.8774502547,1296958.5810533278,TRUE,556,342,2,556,0,2444952.4585035825,7580151.288503583,268011.0999999996,5.506487829677357,,2712963.558503582,55.73985860010338,,5.506487829677357,55.73985860010338,Increase,Increase,8753.93476618705,9235.969118705036,4397.396508099969,13633.365626805005,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,15,Lake Forest School District,District,TRUE,664,Chipman (W.T.) Middle School,Matched,7063022.85,469431.11,922239.61,8454693.57,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,8785282.28,0,8785282.28,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,1155200.1033085322,1826095.4334919457,TRUE,916,317,41,916,0,2981295.5368004777,11766577.816800477,330588.70999999903,3.9101205414828417,,3311884.2468004767,39.17213816656961,,3.9101205414828417,39.17213816656961,Increase,Increase,9230.01481441048,9590.919519650653,3254.689450655543,12845.608970306197,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,15,Lake Forest School District,District,TRUE,663,Delaware Early Childhood Center,Matched,1809815.65,45118.33,74017,1928950.98,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,2206042.26,0,2206042.26,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,86920.4562287069,337372.51781117846,TRUE,85,26,0,0,0,424292.97403988533,2630335.234039885,277091.2799999998,14.364868929950712,,701384.254039885,36.360916441737935,,14.364868929950712,36.360916441737935,Increase,Increase,22693.54094117647,25953.438352941175,4991.682047528063,30945.120400469234,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,15,Lake Forest School District,District,TRUE,669,Lake Forest Central Elementary School,Matched,4527766.5,326806.81,605082.7,5459656,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,5668871.41,0,5668871.41,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,668074.0934866252,1099973.6246452585,TRUE,592,188,17,592,0,1768047.7181318838,7436919.128131884,209215.41000000015,3.8320254975771393,,1977263.1281318842,36.21589213920958,,3.8320254975771393,36.21589213920958,Increase,Increase,9222.391891891892,9575.796300675676,2986.567091438993,12562.363392114668,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
